Dataset,Image,Intensity,Size
 BRATS_HGG,BraTS19_CBICA_BGT_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGT_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice8_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice9_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice10_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice11_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice12_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice13_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice14_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice15_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice16_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice17_lesion.png,0.402687373,173
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice18_lesion.png,0.455833349,435
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice19_lesion.png,0.466178839,724
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice20_lesion.png,0.465142506,1226
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice21_lesion.png,0.489927943,1604
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice22_lesion.png,0.505006607,1725
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice23_lesion.png,0.502590174,1839
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice24_lesion.png,0.50232719,1963
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice25_lesion.png,0.49633752,1951
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice26_lesion.png,0.477940488,1732
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice27_lesion.png,0.450124039,1364
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice28_lesion.png,0.446776606,856
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice29_lesion.png,0.446864581,521
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice30_lesion.png,0.492168286,295
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice31_lesion.png,0.452890207,297
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice32_lesion.png,0.39066205,157
 BRATS_HGG,BraTS19_CBICA_BGW_1/1/slice33_lesion.png,0.298709199,19
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGW_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice8_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice9_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice10_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice11_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice12_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice13_lesion.png,0.478903774,151
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice14_lesion.png,0.553628157,516
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice15_lesion.png,0.603344992,948
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice16_lesion.png,0.628620499,1392
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice17_lesion.png,0.643946616,1640
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice18_lesion.png,0.639897057,1769
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice19_lesion.png,0.634192837,1973
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice20_lesion.png,0.641474628,2135
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice21_lesion.png,0.650238315,2089
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice22_lesion.png,0.631838727,1882
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice23_lesion.png,0.626753535,1614
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice24_lesion.png,0.633053863,1304
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice25_lesion.png,0.609097025,1040
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice26_lesion.png,0.583644592,765
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice27_lesion.png,0.537001846,544
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice28_lesion.png,0.523948931,187
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice29_lesion.png,0.498002417,65
 BRATS_HGG,BraTS19_CBICA_BGX_1/1/slice30_lesion.png,0.395471561,1
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BGX_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice7_lesion.png,0.357482612,27
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice8_lesion.png,0.385887563,58
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice9_lesion.png,0.391593427,149
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice10_lesion.png,0.412457253,283
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice11_lesion.png,0.443615834,376
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice12_lesion.png,0.456343474,427
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice13_lesion.png,0.448707552,620
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice14_lesion.png,0.456757814,619
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice15_lesion.png,0.459275026,443
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice16_lesion.png,0.432832059,208
 BRATS_HGG,BraTS19_CBICA_BHB_1/1/slice17_lesion.png,0.32602427,5
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice18_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice19_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice20_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice21_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice22_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice23_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice24_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice25_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice26_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice27_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHB_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice8_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice9_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice10_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice11_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice12_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice13_lesion.png,0.596801059,25
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice14_lesion.png,0.599711983,341
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice15_lesion.png,0.608244833,488
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice16_lesion.png,0.627474012,693
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice17_lesion.png,0.627269545,687
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice18_lesion.png,0.611276721,621
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice19_lesion.png,0.6146942,449
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice20_lesion.png,0.59094281,304
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice21_lesion.png,0.585058328,202
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice22_lesion.png,0.561323106,62
 BRATS_HGG,BraTS19_CBICA_BHK_1/1/slice23_lesion.png,0.519933051,2
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice24_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice25_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice26_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice27_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHK_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice8_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice9_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice10_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice11_lesion.png,0.277211502,15
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice12_lesion.png,0.317988855,197
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice13_lesion.png,0.362528429,388
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice14_lesion.png,0.397968721,475
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice15_lesion.png,0.415235489,527
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice16_lesion.png,0.405255439,562
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice17_lesion.png,0.38128593,562
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice18_lesion.png,0.355814812,494
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice19_lesion.png,0.346625895,532
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice20_lesion.png,0.340745724,500
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice21_lesion.png,0.31875789,318
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice22_lesion.png,0.280005859,7
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice23_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice24_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice25_lesion.png,0.302778742,27
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice26_lesion.png,0.320875202,37
 BRATS_HGG,BraTS19_CBICA_BHM_1/1/slice27_lesion.png,0.292092362,12
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHM_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice8_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice9_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice10_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice11_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice12_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice13_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice14_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice15_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice16_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice17_lesion.png,0.519395836,133
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice18_lesion.png,0.606311031,243
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice19_lesion.png,0.60706687,426
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice20_lesion.png,0.649507081,489
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice21_lesion.png,0.642249667,472
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice22_lesion.png,0.60305272,389
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice23_lesion.png,0.54268219,239
 BRATS_HGG,BraTS19_CBICA_BHQ_1/1/slice24_lesion.png,0.459576347,40
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice25_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice26_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice27_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHQ_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice8_lesion.png,0.404602426,32
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice9_lesion.png,0.456349866,168
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice10_lesion.png,0.464119506,623
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice11_lesion.png,0.521645252,970
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice12_lesion.png,0.539060679,1227
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice13_lesion.png,0.532576665,1414
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice14_lesion.png,0.523284771,1766
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice15_lesion.png,0.541037128,1867
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice16_lesion.png,0.535646235,1924
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice17_lesion.png,0.523038664,1949
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice18_lesion.png,0.523360427,1827
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice19_lesion.png,0.529025928,1657
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice20_lesion.png,0.520538432,1480
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice21_lesion.png,0.5207175,1168
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice22_lesion.png,0.50081534,794
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice23_lesion.png,0.455642296,390
 BRATS_HGG,BraTS19_CBICA_BHV_1/1/slice24_lesion.png,0.39456537,34
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice25_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice26_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice27_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHV_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice5_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice6_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice7_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice8_lesion.png,0.253259362,16
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice9_lesion.png,0.46917724,131
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice10_lesion.png,0.546299766,256
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice11_lesion.png,0.527043542,850
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice12_lesion.png,0.641172268,1292
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice13_lesion.png,0.686350787,1545
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice14_lesion.png,0.708763386,1738
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice15_lesion.png,0.723585382,2014
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice16_lesion.png,0.733595746,2246
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice17_lesion.png,0.745677976,2468
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice18_lesion.png,0.742283564,2519
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice19_lesion.png,0.736639099,2334
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice20_lesion.png,0.735549616,2115
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice21_lesion.png,0.737582197,1950
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice22_lesion.png,0.702379939,1578
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice23_lesion.png,0.651543545,896
 BRATS_HGG,BraTS19_CBICA_BHZ_1/1/slice24_lesion.png,0.608902052,127
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice25_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice26_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice27_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice28_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice29_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice30_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice31_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice32_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice33_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice34_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice35_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BHZ_1/0/slice36_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BIC_1/0/slice1_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BIC_1/0/slice2_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BIC_1/0/slice3_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BIC_1/0/slice4_nonlesion.png,NaN,0
 BRATS_HGG,BraTS19_CBICA_BIC_1/0/slice5_nonlesion.png,NaN,0
